data_as_of,start_date,end_date,group,state,sex,age_group,covid_19_deaths,total_deaths,pneumonia_deaths,pneumonia_and_covid_19_deaths,influenza_deaths,pneumonia_influenza_or_covid,footnote
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Male,40-49 years,165,2057,102,55,,213,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Male,45-54 years,288,3024,180,103,,368,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Male,50-64 years,964,8878,660,366,10,1267,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Male,55-64 years,775,6962,534,292,,1024,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Male,65-74 years,1233,9484,931,469,16,1708,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Male,75-84 years,1557,11684,1162,545,14,2188,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Male,85 years and over,1806,13593,1392,601,15,2611,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,All Ages,5603,47518,3685,1704,63,7644,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,Under 1 year,,156,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,0-17 years,,258,,,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,1-4 years,,29,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,5-14 years,,44,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,15-24 years,,202,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,18-29 years,12,365,,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,25-34 years,29,506,22,10,,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,30-39 years,41,700,34,13,0,62,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,35-44 years,54,875,37,15,0,76,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,40-49 years,84,1100,54,24,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,45-54 years,139,1661,100,49,,195,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,50-64 years,536,5237,436,220,10,762,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,55-64 years,448,4187,368,186,,637,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,65-74 years,826,6979,638,304,,1167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,75-84 years,1378,11148,964,458,20,1903,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Connecticut,Female,85 years and over,2718,21731,1548,680,20,3605,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,All Ages,3083,29944,2794,1565,32,4342,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,Under 1 year,,186,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,0-17 years,,340,13,,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,1-4 years,,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,5-14 years,,57,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,15-24 years,,300,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,18-29 years,,502,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,25-34 years,22,633,26,12,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,30-39 years,40,823,42,23,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,35-44 years,50,943,52,30,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,40-49 years,84,1067,65,43,,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,45-54 years,160,1555,133,90,,204,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,50-64 years,502,4796,495,292,,708,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,55-64 years,396,3810,397,227,,569,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,65-74 years,684,6361,719,404,,1007,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,75-84 years,885,7688,812,464,,1238,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,All Sexes,85 years and over,874,8367,640,335,10,1187,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,All Ages,1621,15718,1480,864,13,2248,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,Under 1 year,,96,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,0-17 years,,185,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,1-4 years,,24,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,5-14 years,,27,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,15-24 years,,217,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,18-29 years,,364,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,25-34 years,13,457,11,,,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,30-39 years,27,564,24,14,0,37,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,35-44 years,31,597,28,17,0,42,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,40-49 years,46,673,35,22,0,59,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,45-54 years,92,1006,77,53,0,116,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,50-64 years,291,2919,279,170,,401,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,55-64 years,229,2281,224,130,,324,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,65-74 years,388,3602,387,226,,552,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,75-84 years,505,4006,459,271,,696,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Male,85 years and over,355,3405,287,160,,484,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,All Ages,1462,14226,1314,701,19,2094,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,Under 1 year,0,90,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,0-17 years,0,155,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,1-4 years,0,20,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,5-14 years,0,30,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,15-24 years,,83,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,18-29 years,,138,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,25-34 years,,176,15,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,30-39 years,13,259,18,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,35-44 years,19,346,24,13,,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,40-49 years,38,394,30,21,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,45-54 years,68,549,56,37,,88,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,50-64 years,211,1877,216,122,,307,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,55-64 years,167,1529,173,97,,245,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,65-74 years,296,2759,332,178,,455,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,75-84 years,380,3682,353,193,,542,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,Delaware,Female,85 years and over,519,4962,353,175,,703,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,All Sexes,All Ages,2082,19066,2589,1608,12,3075,
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,All Sexes,Under 1 year,,304,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2022-09-21T00:00:00.000,2020-01-01T00:00:00.000,2022-09-17T00:00:00.000,By Total,District of Columbia,All Sexes,0-17 years,10,538,15,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
